"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN12033 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","40.62","0.1","","5.06","","","","9.21","0.45","32.92","0.12","","1.02","0.09","0","","","","","","","","","","","","","","","","8.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.41","","73.55","3529","","","","1651","0","87.35","","","","","","64.16","3.334","3.539","5.982","0.275","","","","","","","","","","","","3.864","20.68","0.395","1.056","0.14","0.666","0.219","0.023","0.265","0.059","0.485","0.116","0.359","0.061","0.444","0.072","0.202","0.027","","","","","","","","","3.0825","","0.095","0.069","","","","","","","","","","","","","","","","","","","","","","","","","2276040",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN12038 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","43.62","0.08","","4.21","","","","7.72","1.76","32.02","0.16","","0.19","0.11","0","","","","","","","","","","","","","","","","8.02","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.4","","70.22","4328","","","","1166","36.68","98.65","","","","","","15.1","5.754","2.044","3.337","0","","","","","","","","","","","","4.383","4.224","0.206","0.414","0.051","0.215","0.082","0.021","0.141","0.031","0.258","0.066","0.216","0.038","0.291","0.05","0.115","0","","","","","","","","","2.768","","0.065","0.081","","","","","","","","","","","","","","","","","","","","","","","","","2276041",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN12039 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","46.87","0.13","","6.93","","","","7.57","1.3","28.41","0.1","","0.65","0.22","0","","","","","","","","","","","","","","","","6.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.74","","108.4","3649","","","","895.4","26.44","120.7","","","","","","43.82","6.593","5.156","6.54","0.257","","","","","","","","","","","","5.387","13.5","0.31","0.678","0.087","0.32","0.117","0.037","0.246","0.068","0.626","0.162","0.574","0.096","0.704","0.119","0.239","0.021","","","","","","","","","1.998","","0.16","0.074","","","","","","","","","","","","","","","","","","","","","","","","","2276042",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14005 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","41.77","0.12","","7.08","","","","7.32","5.29","27.61","0.14","","0.05","0.47","0","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.85","","96.77","5043","","","","1264","18.73","100.2","","","","","","2.264","10.36","3.538","6.541","0.158","","","","","","","","","","","","1.314","1.647","0.562","1.336","0.174","0.715","0.193","0.075","0.304","0.059","0.512","0.138","0.399","0.067","0.475","0.079","0.222","0.014","","","","","","","","","1.3606","","0.094","0.08","","","","","","","","","","","","","","","","","","","","","","","","","2276043",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14008 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","39.05","0.11","","6.2","","","","8.38","1.94","31.54","0.15","","0.04","0.23","0","","","","","","","","","","","","","","","","10.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.13","","98.28","4326","","","","1642","9.511","121.2","","","","","","2.953","10.6","8.508","8.622","0.258","","","","","","","","","","","","2.216","2.196","0.779","1.911","0.244","1.055","0.367","0.083","0.607","0.137","1.129","0.3","0.914","0.146","1.055","0.17","0.318","0.024","","","","","","","","","1.1073","","0.275","0.15","","","","","","","","","","","","","","","","","","","","","","","","","2276044",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14011 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","42.87","0.37","","6.97","","","","13.2","6.03","23.07","0.16","","0.09","0.61","0","","","","","","","","","","","","","","","","4.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.46","","134.2","1983","","","","695.1","0","92.36","","","","","","2.116","5.915","8.725","21.37","1.01","","","","","","","","","","","","1.567","1.666","0.963","3.552","0.621","3.123","1.004","0.216","1.194","0.211","1.46","0.336","0.88","0.131","0.882","0.14","0.637","0.078","","","","","","","","","2.3868","","0.273","0.035","","","","","","","","","","","","","","","","","","","","","","","","","2276045",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14013 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","42.28","0.08","","4.38","","","","6.34","4.23","30.93","0.15","","0.03","0.37","0","","","","","","","","","","","","","","","","9.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.27","","69.32","5922","","","","1554","0","131.7","","","","","","1.173","9.278","3.402","4.905","0.101","","","","","","","","","","","","0.819","2.243","0.263","0.808","0.119","0.603","0.191","0.053","0.275","0.061","0.455","0.125","0.378","0.061","0.456","0.074","0.15","0","","","","","","","","","0.8545","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","2276046",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14023 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","41.57","0.08","","4.13","","","","6.23","4.2","31.61","0.13","","0.04","0.35","0","","","","","","","","","","","","","","","","10.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.42","","60.38","4017","","","","1501","47.7","58.21","","","","","","1.207","12.65","2.716","3.75","0","","","","","","","","","","","","1.085","3.617","0.298","0.665","0.097","0.44","0.143","0.049","0.224","0.047","0.368","0.095","0.296","0.048","0.372","0.061","0.122","0","","","","","","","","","1.1514","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","2276047",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14024 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","46.38","0.11","","7.4","","","","7.5","1.18","29.57","0.1","","0.66","0.21","0","","","","","","","","","","","","","","","","5.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.59","","99.21","3252","","","","858","0","111.6","","","","","","43.36","7.131","3.559","5.014","0.184","","","","","","","","","","","","4.624","13.99","0.221","0.429","0.054","0.236","0.101","0.036","0.222","0.049","0.468","0.129","0.401","0.067","0.493","0.084","0.185","0.013","","","","","","","","","1.6012","","0.086","0.063","","","","","","","","","","","","","","","","","","","","","","","","","2276048",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14025 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","42.36","0.18","","8.48","","","","8","2.3","27.91","0.14","","0.83","0.16","0","","","","","","","","","","","","","","","","8.22","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.53","","107.5","2774","","","","898.8","0","137.2","","","","","","61.79","7.497","3.324","7.884","0.328","","","","","","","","","","","","9.245","15.67","0.339","0.495","0.055","0.213","0.086","0.03","0.186","0.046","0.44","0.123","0.398","0.066","0.481","0.083","0.267","0.031","","","","","","","","","1.8243","","0.11","0.049","","","","","","","","","","","","","","","","","","","","","","","","","2276049",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN14026 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","40.61","0.1","","5.47","","","","6.99","2.66","31.3","0.13","","0.58","0.33","0","","","","","","","","","","","","","","","","9.49","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.44","","86.93","5668","","","","1372","0","121.1","","","","","","32.55","8.842","3.481","5.23","0.121","","","","","","","","","","","","2.352","3.031","0.337","0.605","0.086","0.442","0.16","0.063","0.268","0.055","0.48","0.126","0.398","0.065","0.477","0.08","0.169","0.017","","","","","","","","","1.3492","","0","0.064","","","","","","","","","","","","","","","","","","","","","","","","","2276050",
"[25732]","ARCHEAN CRATON (INCLUDING GREENSTONE BELTS)","SUPERIOR PROVINCE_ARCHEAN / MINTO BLOCK (NORTHEASTERN SUPERIOR PROVINCE) / UKALIQ SUPRACRUSTAL BELT","","58.31","58.31","-77.69","-77.69","SAE","","","s_IN16170 [25732]","BONINITE [25732]","","","","EOARCHEAN [25732]","","","","","VOL","","","","","WR [25732] ","45.53","0.54","","15.89","","","","12.53","0.82","18.63","0.19","","0.78","1.14","0","","","","","","","","","","","","","","","","2.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.54","","234","259","","","","400","15.1","56.4","","","","","","38.3","20.7","12.1","44.7","1.99","","","","","","","","","","","","2.5","134","2.4","3.5","0.39","1.7","0.686","0.295","1.11","0.25","1.92","0.48","1.39","0.232","1.54","0.248","1.29","0.19","","","","","","","","","3.06","","1.08","0.31","","","","","","","","","","","","","","","","","","","","","","","","","2276051",
"[25854]","CONVERGENT MARGIN","TONGA ARC / TONGA ISLANDS / NIUA ISLANDS","NIUA SOUTH","-15.18903333","-15.18903333","-173.6143667","-173.6143667","SAQ","-1561","-1561","s_010_TVG-02 [25854]","BONINITE [25854]","","","","","","","","","VOL","","","","","WR [25854] ","56.96","0.2422","","9.945","","","","7.96","7.272","13.88","0.1634","","0.4959","1.805","0.1064","","","","","","","","","","","","","","","","0.03","","","","","","","","","","","","","","6.493","","","","","","","","","","","","","","35.03","","178.5","827.4","","","50.79","208.5","63.47","56.46","","","","","","9.687","164.9","6.284","26.1","5.286","0.9966","","","","","","","2.516","0.1295","","","0.3022","117.3","5.094","10.34","1.26","5.02","1.086","0.3438","1.091","0.1754","1.152","0.2482","0.7683","0.1169","0.8325","0.1291","0.7428","0.349","0.2981","","","","","","","0.07378","2.283","","0.821","0.3121","0.512719","","","0.704525548260537","","18.810949707744","","15.6250282503734","","38.7879980550556","","","","","","","","0.283046552083333","","","","","","","2303782",
"[25854]","CONVERGENT MARGIN","TONGA ARC / TONGA ISLANDS / NIUA-TAFAHI SEAMOUNTS","SEAMOUNTS SOUTH OF NIUA","-15.34601667","-15.34601667","-173.5825833","-173.5825833","SAQ","-1003","-1003","s_063_TVG-03 [25854]","BONINITE [25854]","","","","","","","","","VOL","","","","","WR [25854] ","53.28","0.2405","","10.6","","","","9.03","10.29","13.4","0.183","","0.1925","1.418","0.1083","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.15","","","","","","","","","","","","","","45.49","","242.4","804.2","","","54.51","185.9","91.38","56.06","","","","","","3.071","93.53","5.885","8.239","0.5244","1.109","","","","","","","1.722","","","","0.2008","40.18","0.6421","1.644","0.2619","1.377","0.5268","0.2202","0.7659","0.15","1.057","0.242","0.7477","0.1194","0.8076","0.1305","0.2975","0.0355","0.3347","","","","","","","0.04494","1.024","","0.08605","0.1039","","","","0.70431813362881","","18.9585585300052","","15.6024638869458","","38.7418623020876","","","","","","","","","","","","","","","2303818",
"[25854]","CONVERGENT MARGIN","TONGA ARC / TONGA ISLANDS / NIUA-TAFAHI SEAMOUNTS","SEAMOUNTS SOUTH OF NIUA","-15.34601667","-15.34601667","-173.5825833","-173.5825833","SAQ","-1003","-1003","s_063_TVG-04 [25854]","BONINITE [25854]","","","","","","","","","VOL","","","","","WR [25854] ","53.21","0.2553","","10.76","","","","9.12","10.36","13.21","0.184","","0.1987","1.204","0.1706","","","","","","","","","","","","","","","","0.04","","","","","","","","","","","","","","4.815","","","","","","","","","","","","","","43.55","","227.5","765.1","","","51.27","175.1","100.7","55.62","","","","","","2.874","91.52","5.878","8.402","0.5143","0.9711","","","","","","","1.618","","","","0.1496","39.62","0.6615","1.667","0.2665","1.409","0.5309","0.2227","0.794","0.1512","1.092","0.2433","0.7726","0.1188","0.8327","0.132","0.3131","0.03659","0.4357","","","","","","","0.04167","1.049","","0.08505","0.1326","0.51275","","","0.704370132457417","","18.985025758692","","15.6214323237448","","38.7951064176058","","","","","","","","0.283296279035048","","","","","","","2303819",
"[25854]","CONVERGENT MARGIN","TONGA ARC / TONGA ISLANDS / NIUA-TAFAHI SEAMOUNTS","SEAMOUNTS SOUTH OF NIUA","-15.34601667","-15.34601667","-173.5825833","-173.5825833","SAQ","-1003","-1003","s_063_TVG-05 [25854]","BONINITE [25854]","","","","","","","","","VOL","","","","","WR [25854] ","53.4","0.2531","","10.75","","","","9.07","10.32","13.16","0.182","","0.1874","1.305","0.1081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.204","","","","","","","","","","","","","","44.41","","240.8","749.1","","","52.67","177.4","89.57","57.96","","","","","","2.963","94.83","6.086","8.962","0.6505","1.328","","","","","","","0.9256","","","","0.1569","42.13","0.6843","1.743","0.2767","1.485","0.5472","0.2318","0.8231","0.1555","1.125","0.255","0.7963","0.1232","0.867","0.136","0.3367","0.09628","0.1307","","","","","","","0.04215","1.071","","0.08906","0.1013","0.512857","","","0.704210153068982","","18.956649732757","","15.6016708083171","","38.7388611006007","","","","","","","","0.283244277698922","","","","","","","2303820",
"[25854]","CONVERGENT MARGIN","TONGA ARC / TONGA ISLANDS / NIUA-TAFAHI SEAMOUNTS","SEAMOUNTS SOUTH OF NIUA","-15.34601667","-15.34601667","-173.5825833","-173.5825833","SAQ","-1003","-1003","s_063_TVG-06 [25854]","BONINITE [25854]","","","","","","","","","VOL","","","","","WR [25854] ","53.2","0.2464","","10.54","","","","9.16","10.43","13.3","0.1852","","0.1768","1.317","0.1678","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.206","","","","","","","","","","","","","","46.63","","250.9","798.2","","","55.33","191.8","94.53","59.73","","","","","","2.775","96.26","6.147","8.902","0.5387","1.05","","","","","","","0.4529","","","","0.1436","40.07","0.6928","1.771","0.2771","1.486","0.5598","0.2383","0.8329","0.1572","1.139","0.2554","0.7984","0.1232","0.8719","0.1347","0.3286","0.03708","0.2009","","","","","","","0.0381","1.039","","0.08845","0.09434","","","","0.704293134191979","","18.9559798403564","","15.6013322869297","","38.7376573487965","","","","","","","","","","","","","","","2303821",
"[25994]","INTRAPLATE VOLCANICS","CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / GANSU PROVINCE / YANCHIWAN-DANGJINSHAN ARC SEQUENCE","","39","39.5","95","976","SAE","","","s_20QL-01 [25994]","BONINITE [25994]","","","","ORDOVICIAN [25994]","","","","","VOL","","","","","WR [25994] ","47.9967037062924","0.372832313522026","","10.3119442492942","","","","8.76","8.86201417452135","11.8637713574997","0.171913888108773","","0.180184781553357","1.95320690490588","5.12120212738632E-02","","","","","","","","","","","","","","","","8.10722002608787","","","","","","","","","","","","","","10.214","","","","","","","","","247.8","","","1391.6","","39.4","2620","239.2","746.8","1312.2","","49.2","170.94","79.58","93.86","9.944","","","","","2.602","170.14","9.752","18.7362","0.75012","","","","","","","","","","","","0.265","376.6","3.874","7.992","1.0462","4.762","1.2946","0.453","1.5206","0.2554","1.7194","0.3772","1.1258","0.17016","1.094","0.17352","0.4656","0.06294","","","","","","","","","2.692","","0.7896","0.2426","","","","","","","","","","","","","","","","","","","","","","","","","2334628",
